City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Jertih,MY,2021-04-20 05:55:55,5.7336,102.4897,89.6,74,40,9.22
237,Humberto De Campos,BR,2021-04-20 05:55:56,-2.5983,-43.4611,72.27,97,100,2.86
238,San Luis,AR,2021-04-20 05:51:23,-33.295,-66.3356,68.04,64,0,10.92
239,Cherskiy,RU,2021-04-20 05:55:57,68.75,161.3,36.45,75,100,18.25
240,Qaqortoq,GL,2021-04-20 05:55:57,60.7167,-46.0333,30.2,64,82,4.61
241,Manono,CD,2021-04-20 05:55:58,-7.3,27.4167,72.37,76,98,5.37
242,Benguela,AO,2021-04-20 05:55:59,-12.5763,13.4055,79.77,80,89,4.07
243,Atar,MR,2021-04-20 05:56:00,20.5169,-13.0499,74.89,15,80,7.63
244,Banjar,ID,2021-04-20 05:56:00,-8.19,114.9675,87.8,58,20,9.22
245,Leningradskiy,RU,2021-04-20 05:56:01,69.3833,178.4167,23.36,86,16,8.05
246,Sosnogorsk,RU,2021-04-20 05:56:01,63.6023,53.8817,42.76,54,92,10.16
247,Imbituba,BR,2021-04-20 05:51:17,-28.24,-48.6703,68.0,83,20,8.05
248,Omboue,GA,2021-04-20 05:56:02,-1.5746,9.2618,75.49,87,100,2.77
249,La Ronge,CA,2021-04-20 05:56:03,55.1001,-105.2842,24.8,63,44,4.61
250,Kamina,CD,2021-04-20 05:56:04,-8.7386,24.9906,66.16,77,96,4.43
251,Troitsko-Pechorsk,RU,2021-04-20 05:56:04,62.7084,56.1964,40.93,63,100,8.93
252,Ziro,IN,2021-04-20 05:56:05,27.6333,93.8333,69.8,94,90,1.14
253,Capreol,CA,2021-04-20 05:56:06,46.706,-80.9225,32.0,64,90,13.8
254,Kununurra,AU,2021-04-20 05:56:07,-15.7667,128.7333,93.2,24,17,6.91
255,Honiara,SB,2021-04-20 05:55:16,-9.4333,159.95,84.96,75,91,4.63
256,Lannion,FR,2021-04-20 05:56:08,48.75,-3.4167,48.2,87,0,2.3
257,Harper,LR,2021-04-20 05:56:09,4.375,-7.7169,79.66,81,97,2.48
258,Linqiong,CN,2021-04-20 05:56:09,30.4159,103.4609,69.8,60,40,8.95
259,Lasa,IT,2021-04-20 05:56:10,46.6166,10.7002,39.0,86,40,4.61
260,Kapoeta,SS,2021-04-20 05:56:10,4.7717,33.5903,85.21,45,78,24.81
261,Natal,BR,2021-04-20 05:56:11,-5.795,-35.2094,75.2,94,20,4.61
262,Bethel,US,2021-04-20 05:56:11,41.3712,-73.414,46.0,81,1,3.44
263,Portobelo,PA,2021-04-20 05:56:12,9.55,-79.65,77.0,88,85,15.01
264,Vigrestad,NO,2021-04-20 05:56:13,58.5667,5.7,46.99,81,0,2.3
265,Penzance,GB,2021-04-20 05:56:13,50.1186,-5.5371,46.0,100,75,9.22
266,Davila,PH,2021-04-20 05:56:14,18.4726,120.5763,89.6,55,75,23.02
267,Pisco,PE,2021-04-20 05:56:14,-13.7,-76.2167,68.0,77,0,5.75
268,Airai,TL,2021-04-20 05:56:15,-8.9266,125.4092,68.79,66,90,1.28
269,Vestmannaeyjar,IS,2021-04-20 05:56:15,63.4427,-20.2734,35.6,62,25,21.77
270,Beringovskiy,RU,2021-04-20 05:56:16,63.05,179.3167,22.8,92,6,4.76
271,Semenyih,MY,2021-04-20 05:53:01,2.9516,101.843,93.99,70,40,5.75
272,Pedernales,DO,2021-04-20 05:56:17,18.0384,-71.744,77.81,64,3,4.74
273,Thayetmyo,MM,2021-04-20 05:56:17,19.3167,95.1833,102.81,22,0,2.53
274,Lufilufi,WS,2021-04-20 05:56:18,-13.8745,-171.5986,77.0,94,90,10.36
275,Sabang,ID,2021-04-20 05:56:18,5.8933,95.3214,83.07,72,100,9.26
276,Gomel,BY,2021-04-20 05:56:09,52.4345,30.9754,44.6,87,90,13.42
277,Saint-Joseph,RE,2021-04-20 05:56:19,-21.3667,55.6167,82.99,83,75,5.75
278,Vanavara,RU,2021-04-20 05:56:19,60.34,102.2797,26.1,90,100,10.38
279,Lompoc,US,2021-04-20 05:56:20,34.6391,-120.4579,51.8,82,38,6.91
280,Pemangkat,ID,2021-04-20 05:56:20,1.1667,108.9667,84.72,67,96,7.31
281,Oktyabrskoye,RU,2021-04-20 05:56:21,43.0645,44.7417,60.8,72,100,4.47
282,Bridgetown,BB,2021-04-20 05:53:45,13.1,-59.6167,78.8,61,20,25.32
283,Rocha,UY,2021-04-20 05:56:22,-34.4833,-54.3333,59.34,93,0,5.5
284,Baykit,RU,2021-04-20 05:56:23,61.67,96.37,29.03,89,100,2.82
285,Abong Mbang,CM,2021-04-20 05:56:24,3.9833,13.1833,68.61,94,97,0.76
286,Mazyr,BY,2021-04-20 05:56:24,52.0495,29.2456,43.45,89,100,7.43
287,Oussouye,SN,2021-04-20 05:56:25,12.485,-16.5469,71.6,88,0,4.61
288,Cervo,ES,2021-04-20 05:56:26,43.6702,-7.4101,46.99,89,100,1.01
289,Kenai,US,2021-04-20 05:56:27,60.5544,-151.2583,51.8,57,1,9.22
290,Burns Lake,CA,2021-04-20 05:56:27,54.2331,-125.7533,33.8,69,8,2.04
291,Rovaniemi,FI,2021-04-20 05:56:28,66.5,25.7167,41.0,48,0,6.91
292,Saint George,US,2021-04-20 05:56:17,37.1041,-113.5841,69.8,9,1,6.91
293,Iqaluit,CA,2021-04-20 05:56:29,63.7506,-68.5145,6.8,85,20,3.44
294,Videira,BR,2021-04-20 05:54:32,-27.0083,-51.1517,53.04,99,9,2.46
295,Bodden Town,KY,2021-04-20 05:56:30,19.2833,-81.25,81.0,1,31,8.01
